Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column11	Column12
Olenyok Airport	Olenyok	Russia	ONK	UERO	68.514999	112.480003	N	Asia/Yakutsk
Polyarny Airport	Yakutia	Russia	PYJ	UERP	66.40039825	112.0299988	N	Asia/Yakutsk
Mirny Airport	Mirnyj	Russia	MJZ	UERR	62.53469849	114.0390015	N	Asia/Yakutsk
Saskylakh Airport	Saskylakh	Russia	SYS	UERS	71.92790222	114.0800018	N	Asia/Yakutsk
Vitim Airport	Vitim	Russia	\N	UERT	59.458	112.563004	N	Asia/Yakutsk
Belaya Gora Airport		Russia	BGN	UESG	68.556602	146.231506	\N	\N
Srednekolymsk Airport	Srednekolymsk	Russia	SEK	UESK	67.4805	153.7364	N	Asia/Srednekolymsk
Chokurdakh Airport	Chokurdah	Russia	CKH	UESO	70.62310028	147.9019928	N	Asia/Srednekolymsk
Cherskiy Airport	Cherskiy	Russia	CYX	UESS	68.74060059	161.3379974	N	Asia/Srednekolymsk
Tiksi Airport	Tiksi	Russia	IKS	UEST	71.6977005	128.9029999	N	Asia/Yakutsk
Zyryanka Airport	Zyryanka	Russia	ZKP	UESU	65.7485	150.8889	N	Asia/Srednekolymsk
Dzhermuk Airport	Dzhermuk	Armenia	\N	UGEJ	39.82400131	45.67399979	\N	\N
Kopitnari Airport	Kutaisi	Georgia	KUT	UGKO	42.17670059	42.48260117	N	Asia/Tbilisi
Mestia Queen Tamar Airport	Mestia	Georgia	\N	UGMS	43.053597	42.749012	N	\N
Batumi International Airport	Batumi	Georgia	BUS	UGSB	41.61029816	41.59970093	N	Asia/Tbilisi
Sukhumi Dranda Airport	Sukhumi	Georgia	SUI	UGSS	42.85820007	41.12810135	N	Asia/Tbilisi
Tbilisi International Airport	Tbilisi	Georgia	TBS	UGTB	41.6692009	44.95470047	N	Asia/Tbilisi
Ignatyevo Airport	Blagoveschensk	Russia	BQS	UHBB	50.42539978	127.4120026	N	Asia/Yakutsk
Khabarovsk-Novy Airport	Khabarovsk	Russia	KHV	UHHH	48.52799988	135.1880035	N	Asia/Vladivostok
Khabarovsk Airport	Khabarovsk	Russia	\N	UHHT	48.52500153	135.1529999	N	Asia/Vladivostok
Dzemgi Airport	Komsomolsk-on-Amur	Russia	\N	UHKD	50.60559845	137.0809937	N	Asia/Vladivostok
Kamenny Ruchey Naval Air Base	Sovetskaya Gavan	Russia	\N	UHKG	49.23570251	140.1931	\N	\N
Komsomolsk-on-Amur Airport	Komsomolsk-on-Amur	Russia	KXK	UHKK	50.4090004	136.9340057	N	Asia/Vladivostok
Maygatka Airport.	Sovetskaya Gavan	Russia	GVN	UHKM	48.92699814	140.0339966	\N	\N
Ugolny Airport	Anadyr	Russia	DYR	UHMA	64.734902	177.740997	N	Asia/Anadyr
Provideniya Bay Airport	Provideniya Bay	Russia	PVS	UHMD	64.37809753	-173.2429962	N	Asia/Anadyr
Omsukchan Airport	Omsukchan	Russia	\N	UHMF	62.45700073	155.7449951	\N	\N
Chaybukha Airport	Chaybukha	Russia	\N	UHMG	61.83499908	160.5480042	\N	\N
Susuman Airport	Susuman	Russia	\N	UHMH	62.76666641	148.1466675	N	Asia/Srednekolymsk
Mys Shmidta Airport	Mys Shmidta	Russia	\N	UHMI	68.86830139	-179.3730011	N	Asia/Anadyr
Keperveem Airport	Keperveem	Russia	\N	UHMK	67.84500122	166.1399994	\N	\N
Lavrentiya Airport	Lavrentiya	Russia	\N	UHML	65.58000183	-170.9966736	N	Asia/Anadyr
Sokol Airport	Magadan	Russia	GDX	UHMM	59.9109993	150.7200012	N	Asia/Srednekolymsk
Markovo Airport	Markovo	Russia	KVM	UHMO	64.667	170.417007	N	Asia/Anadyr
Pevek Airport	Pevek	Russia	PWE	UHMP	69.78330231	170.5970001	N	\N
Seymchan Airport	Seymchan	Russia	\N	UHMS	62.92078018	152.4227753	N	Asia/Srednekolymsk
Magadan-13 Airport	Magadan	Russia	\N	UHMT	59.62329865	150.9219971	\N	\N
Severo-Evensk Airport	Evensk	Russia	\N	UHMW	61.92166519	159.2299957	N	Asia/Srednekolymsk
Bogorodskoye Airport	Bogorodskoe	Russia	BQG	UHNB	52.38	140.448	U	\N
Nikolayevsk-na-Amure Airport	Nikolayevsk-na-Amure Airport	Russia	NLI	UHNN	53.154999	140.649994	\N	\N
Okhotsk Airport	Okhotsk	Russia	OHO	UHOO	59.4100647	143.0565033	N	Asia/Vladivostok
Ust-Kamchatsk Airport	Ust Kamchatsk	Russia	\N	UHPK	56.23860168	162.6880035	N	Asia/Anadyr
Palana Airport	Palana	Russia	\N	UHPL	59.08169937	159.8880005	\N	\N
Kozyrevsk Airport	Kozyrevsk	Russia	\N	UHPO	56.09000015	159.8766632	N	Asia/Anadyr
Yelizovo Airport	Petropavlovsk	Russia	PKC	UHPP	53.16790009	158.4539948	N	Asia/Anadyr
Tilichiki Airport	Tilichiki	Russia	\N	UHPT	60.38280106	166.026001	N	\N
Nikolskoye Airport	Nikolskoye	Russia	\N	UHPX	55.17833328	166.0483398	N	\N
Shakhtyorsk Airport	Shakhtyorsk	Russia	EKS	UHSK	49.1903	142.082993	N	\N
Mendeleyevo Airport	Yuzhno-Kurilsk	Russia	DEE	UHSM	43.95840073	145.6829987	N	\N
Nogliki Airport	Nogliki	Russia	NGK	UHSN	51.780102	143.139008	N	\N
Yuzhno-Sakhalinsk Airport	Yuzhno-sakhalinsk	Russia	UUS	UHSS	46.88869858	142.7180023	N	Asia/Srednekolymsk
Kavalerovo Airport	Kavalerovo	Russia	KVR	UHWK	44.2726	135.029	N	Asia/Vladivostok
Vladivostok International Airport	Vladivostok	Russia	VVO	UHWW	43.39899826	132.147995	N	Asia/Vladivostok
Chita-Kadala Airport	Chita	Russia	HTA	UIAA	52.026299	113.306	N	Asia/Yakutsk
Krasnokamensk Airport	Krasnokamensk	Russia	\N	UIAE	50.03310776	118.061142	N	\N
Chara Airport	Chara	Russia	\N	UIAR	56.91333389	118.2699966	N	Asia/Yakutsk
Bratsk Airport	Bratsk	Russia	BTK	UIBB	56.37060165	101.697998	N	Asia/Irkutsk
Ust-Ilimsk Airport	Ust Ilimsk	Russia	UIK	UIBS	58.13610077	102.5650024	N	Asia/Irkutsk
Zheleznogorsk Airport	Zheleznogorsk-Ilimsky	Russia	\N	UIBV	56.48770142	104.1060028	\N	\N
Belaya Air Base	Sredniiy	Russia	\N	UIIB	52.91500092	103.5749969	N	Asia/Irkutsk
Irkutsk Airport	Irkutsk	Russia	IKT	UIII	52.26800156	104.3889999	N	Asia/Irkutsk
Irkutsk Northwest Airport	Irkutsk	Russia	\N	UIIR	52.36830139	104.1829987	N	Asia/Irkutsk
Bodaybo Airport	Bodaibo	Russia	ODO	UIKB	57.86610031	114.2429962	N	Asia/Irkutsk
Yerbogachen Airport	Yerbogachen	Russia	ERG	UIKE	61.27500153	108.0299988	N	Asia/Irkutsk
Kirensk Airport	Kirensk	Russia	KCK	UIKK	57.773	108.064	N	Asia/Irkutsk
Mama Airport	Mama	Russia	\N	UIKM	58.3133316	112.8899994	N	\N
Ust-Kut Airport	Ust-Kut	Russia	UKX	UITT	56.8567009	105.7300034	N	Asia/Irkutsk
Bagdarin Airport	Bagdarin	Russia	\N	UIUB	54.36920166	113.4789963	N	Asia/Irkutsk
Nizhneangarsk Airport	Nizhneangarsk	Russia	\N	UIUN	55.80080032	109.5950012	N	Asia/Irkutsk
Ulan-Ude Airport (Mukhino)	Ulan-ude	Russia	UUD	UIUU	51.80780029	107.4380035	N	Asia/Irkutsk
Ujae Atoll Airport	Ujae Atoll	Marshall Islands	UJE	UJAP	8.928059578	165.7619934	U	Pacific/Majuro
Boryspil International Airport	Kiev	Ukraine	KBP	UKBB	50.34500122	30.8946991	E	Europe/Kiev
Donetsk International Airport	Donetsk	Ukraine	DOK	UKCC	48.07360077	37.73970032	E	Europe/Kiev
Kramatorsk Airport	Kramatorsk	Ukraine	KRQ	UKCK	48.70560074	37.62889862	E	\N
Mariupol International Airport	Mariupol International	Ukraine	MPW	UKCM	47.0760994	37.44960022	E	Europe/Kiev
Luhansk International Airport	Lugansk	Ukraine	VSG	UKCW	48.41740036	39.37409973	E	Europe/Kiev
Berdyansk Airport	Berdyansk	Ukraine	ERD	UKDB	46.81499863	36.7580986	E	\N
Dnipropetrovsk International Airport	Dnepropetrovsk	Ukraine	DNK	UKDD	48.35720062	35.1006012	E	Europe/Kiev
Zaporizhzhia International Airport	Zaporozhye	Ukraine	OZH	UKDE	47.86700058	35.31570053	E	Europe/Kiev
Melitopol Air Base	Melitopol	Ukraine	\N	UKDM	46.880001	35.305	\N	\N
Kryvyi Rih International Airport	Krivoy Rog	Ukraine	KWG	UKDR	48.04330063	33.20999908	E	Europe/Kiev
Belbek Airport	Sevastopol	Ukraine	UKS	UKFB	44.68899918	33.57099915	U	Europe/Simferopol
Simferopol International Airport	Simferopol	Ukraine	SIP	UKFF	45.05220032	33.97510147	E	Europe/Simferopol
Gvardeyskoe Air Base	Sarabuz	Ukraine	\N	UKFG	45.11500168	33.97700119	\N	\N
Saki Air Base	Saki	Ukraine	\N	UKFI	45.0929985	33.59500122	\N	\N
Kerch Airport	Kerch	Ukraine	KHC	UKFK	45.37250137	36.40140152	E	Europe/Simferopol
Dzhankoy Airport	Dzhankoy	Ukraine	\N	UKFY	45.70090103	34.41889954	\N	\N
Kharkiv International Airport	Kharkov	Ukraine	HRK	UKHH	49.92480087	36.29000092	E	Europe/Kiev
Suprunovka Airport	Poltava	Ukraine	PLV	UKHP	49.5685997	34.39720154	U	Europe/Kiev
Cherkasy International Airport	Cherkassy	Ukraine	CKC	UKKE	49.41559982	31.99530029	E	Europe/Kiev
Kirovograd Airport	Kirovograd	Ukraine	KGO	UKKG	48.5428009	32.28499985	E	Europe/Kiev
Chepelevka Airport	Uzyn	Ukraine	\N	UKKH	49.79059982	30.44140053	E	\N
Kiev Zhuliany International Airport	Kiev	Ukraine	IEV	UKKK	50.40194	30.45194	E	Europe/Kiev
Gostomel Airport	Kiev	Ukraine	GML	UKKM	50.60350037	30.19190025	E	Europe/Kiev
Ozerne Air Base	Zhytomyr	Ukraine	\N	UKKO	50.158298	28.7383	\N	\N
Zhytomyr Airport	Zhytomyr	Ukraine	ZTR	UKKV	50.270556	28.738611	E	Europe/Kiev
Lutsk Airport	Lutsk	Ukraine	UCK	UKLC	50.678404	25.487165	U	Europe/Kiev
Khmelnytskyi Airport	Khmeinitskiy	Ukraine	HMJ	UKLH	49.359699	26.933399	E	Europe/Kiev
Ivano-Frankivsk International Airport	Ivano-Frankivsk	Ukraine	IFO	UKLI	48.88420105	24.68610001	E	Europe/Kiev
Lviv International Airport	Lvov	Ukraine	LWO	UKLL	49.8125	23.95610046	E	Europe/Kiev
Chernivtsi International Airport	Chernovtsk	Ukraine	CWC	UKLN	48.25930023	25.98080063	E	Europe/Kiev
Rivne International Airport	Rivne	Ukraine	RWN	UKLR	50.60710144	26.14159966	E	Europe/Kiev
Ternopil International Airport	Ternopol	Ukraine	\N	UKLT	49.5242	25.7001	E	Europe/Kiev
Uzhhorod International Airport	Uzhgorod	Ukraine	UDJ	UKLU	48.63430023	22.26339912	E	Europe/Kiev
Liman Airfield	Odesa	Ukraine	\N	UKOE	46.57851	30.703053	E	\N
Kherson International Airport	Kherson	Ukraine	KHE	UKOH	46.6758	32.506401	E	Europe/Kiev
Mykolaiv International Airport	Nikolayev	Ukraine	NLV	UKON	47.05789948	31.9197998	E	Europe/Kiev
Odessa International Airport	Odessa	Ukraine	ODS	UKOO	46.42679977	30.67650032	E	Europe/Kiev
Chernihiv Shestovitsa Airport	Chernigov	Ukraine	CEJ	UKRR	51.40219879	31.1583004	E	Europe/Kiev
Vinnytsia/Gavyryshivka Airport	Vinnitsa	Ukraine	VIN	UKWW	49.242531	28.613778	E	Europe/Kiev
Talagi Airport	Arkhangelsk	Russia	ARH	ULAA	64.60030365	40.71670151	N	Europe/Moscow
Mezen Airport	Mezen	Russia	\N	ULAE	65.87833405	44.21500015	N	Europe/Moscow
Vaskovo Airport	Arkhangelsk	Russia	\N	ULAH	64.4417038	40.42169952	N	Europe/Moscow
Severomorsk-1 Naval Air Base	Severomorsk	Russia	\N	ULAK	69.03166962	33.41833115	\N	\N
Leshukonskoye Airport	Arkhangelsk	Russia	LDG	ULAL	64.89600372	45.72299957	N	Europe/Moscow
Naryan Mar Airport	Naryan-Mar	Russia	NNM	ULAM	67.63999939	53.12189865	N	Europe/Moscow
Solovki Airport	Solovetsky Islands	Russia	CSH	ULAS	65.02999878	35.73333359	N	Europe/Moscow
Pertominsk Airport	Pertominsk	Russia	\N	ULAT	64.79000092	38.41999817	N	\N
Cherepovets Airport	Cherepovets	Russia	CEE	ULBC	59.27360153	38.01580048	N	Europe/Moscow
Rogachyovo Air Base	Belaya	Russia	\N	ULDA	71.61669922	52.47829819	\N	\N
Amderma Airport	Amderma	Russia	AMV	ULDD	69.76329803	61.5564003	N	Europe/Moscow
Kotlas Airport	Kotlas	Russia	KSZ	ULKK	61.2358017	46.69749832	N	Europe/Moscow
Pulkovo Airport	St. Petersburg	Russia	LED	ULLI	59.8003006	30.26250076	N	Europe/Moscow
Krechevitsy Air Base	Novgorod	Russia	\N	ULLK	58.625	31.38500023	\N	\N
Pushkin Airport	St. Petersburg	Russia	\N	ULLP	59.685001	30.338301	\N	\N
Siversky Air Base	Siversky	Russia	\N	ULLS	59.3567009	30.0366993	\N	\N
Kirovsk-Apatity Airport	Apatity	Russia	KVK	ULMK	67.46330261	33.5882988	N	Europe/Moscow
Murmansk Airport	Murmansk	Russia	MMK	ULMM	68.78170013	32.75080109	N	Europe/Moscow
Staraya Russa Air Base	Staraya Russa	Russia	\N	ULNR	57.961399	31.384399	\N	\N
Velikiye Luki Airport	Velikiye Luki	Russia	VLU	ULOL	56.3810997	30.60810089	N	Europe/Moscow
Pskov Airport	Pskov	Russia	PKV	ULOO	57.78390121	28.39559937	N	Europe/Moscow
Petrozavodsk Airport	Petrozavodsk	Russia	PES	ULPB	61.8852005	34.15470123	N	Europe/Moscow
Kostomuksha Airport	Kostomuksha	Russia	\N	ULPM	64.61799622	30.68700027	\N	\N
Peski Airport	Petrozavodsk	Russia	\N	ULPP	61.83194351	34.29555511	\N	\N
Sortavala Airport	Sortavala	Russia	\N	ULPW	61.73609924	30.67359924	N	Europe/Moscow
Velikiy Ustyug Airport	Veliky Ustyug	Russia	VUS	ULWU	60.78829956	46.25999832	N	Europe/Moscow
Vologda Airport	Vologda	Russia	VGD	ULWW	59.28250122	39.94440079	N	Europe/Moscow
Brest Airport	Brest	Belarus	BQT	UMBB	52.108299	23.8981	E	Europe/Minsk
Gomel Airport	Gomel	Belarus	GME	UMGG	52.52700043	31.01670074	E	Europe/Minsk
Vitebsk Vostochny Airport	Vitebsk	Belarus	VTB	UMII	55.12649918	30.34959984	E	Europe/Minsk
Khrabrovo Airport	Kaliningrad	Russia	KGD	UMKK	54.88999939	20.59259987	N	Europe/Kaliningrad
Baranavichi Air Base	Baranavichi	Belarus	\N	UMMA	53.09999847	26.04999924	\N	\N
Borovaya Airfield	Minsk	Belarus	\N	UMMB	53.9604611	27.6505961	E	Europe/Minsk
Hrodna Airport	Hrodna	Belarus	GNA	UMMG	53.60200119	24.05380058	E	Europe/Minsk
Lipki Air Base	Minsk	Belarus	\N	UMMI	53.913545	27.708775	N	\N
Minsk 1 Airport	Minsk	Belarus	MHP	UMMM	53.86449814	27.53969955	E	Europe/Minsk
Osovtsy Air Base	Byaroza	Belarus	\N	UMMO	52.55699921	24.88400078	\N	\N
Minsk National Airport	Minsk 2	Belarus	MSQ	UMMS	53.88249969	28.03070068	E	Europe/Minsk
Babruisk Air Base	Babruisk	Belarus	\N	UMNB	53.105	29.205	\N	\N
Mogilev Airport	Mogilev	Belarus	MVQ	UMOO	53.95489883	30.0951004	E	Europe/Minsk
Abakan Airport	Abakan	Russia	ABA	UNAA	53.74000168	91.38500214	N	Asia/Krasnoyarsk
Shushenskoye Airport	Shushenskoye	Russia	\N	UNAU	53.38499832	92.04499817	E	\N
Barnaul Airport	Barnaul	Russia	BAX	UNBB	53.36380005	83.53849792	N	Asia/Krasnoyarsk
Gorno-Altaysk Airport	Gorno-Altaysk	Russia	RGK	UNBG	51.96670151	85.83329773	N	Asia/Krasnoyarsk
Biysk Airport	Biysk	Russia	\N	UNBI	52.47999954	85.33999634	N	Asia/Krasnoyarsk
Novosibirsk North Airport	Novosibirsk	Russia	\N	UNCC	55.09170151	82.90670013	N	Asia/Krasnoyarsk
Kemerovo Airport	Kemorovo	Russia	KEJ	UNEE	55.27009964	86.10720062	N	Asia/Krasnoyarsk
Baykit Airport	Baykit	Russia	\N	UNIB	61.67670059	96.35500336	N	Asia/Krasnoyarsk
Yeniseysk Airport	Yeniseysk	Russia	EIE	UNII	58.4742012	92.11250305	N	Asia/Krasnoyarsk
Podkamennaya Tunguska Airport	Bor	Russia	TGP	UNIP	61.589699	89.994003	N	Asia/Krasnoyarsk
Severo-Eniseysk Airport	Severo-Eniseysk	Russia	\N	UNIS	60.37329865	93.01170349	\N	\N
Tura Mountain Airport	Tura	Russia	\N	UNIT	64.33351135	100.4328918	N	Asia/Krasnoyarsk
Vanavara Airport	Vanavara	Russia	\N	UNIW	60.35969925	102.3239975	N	Asia/Krasnoyarsk
Kodinsk Airport	Kodinsk	Russia	\N	UNKI	58.47940063	99.09390259	N	Asia/Krasnoyarsk
Yemelyanovo Airport	Krasnoyarsk	Russia	KJA	UNKL	56.172901	92.493301	N	Asia/Krasnoyarsk
Cheremshanka Airport	Krasnoyarsk	Russia	\N	UNKM	56.17699814	92.54000092	N	Asia/Krasnoyarsk
Sharypovo Airport	Sharypovo	Russia	\N	UNKO	55.45491409	89.17388153	\N	\N
Achinsk Airport	Achinsk	Russia	ACS	UNKS	56.2682991	90.57080078	N	\N
Kyzyl Airport	Kyzyl	Russia	KYZ	UNKY	51.66939926	94.40059662	N	Asia/Krasnoyarsk
Kolpashevo Airport	Kolpashevo	Russia	\N	UNLL	58.32529831	82.93250275	N	Asia/Krasnoyarsk
Yeltsovka Airport	Novosibirsk	Russia	\N	UNNE	55.0923996	83.00450134	N	Asia/Krasnoyarsk
Tolmachevo Airport	Novosibirsk	Russia	OVB	UNNT	55.01259995	82.65070343	N	Asia/Krasnoyarsk
Omsk Central Airport	Omsk	Russia	OMS	UNOO	54.96699905	73.3105011	N	Asia/Omsk
Omsk Severny Airport	Omsk	Russia	\N	UNOS	54.97499847	73.55500031	\N	\N
Strezhevoy Airport	Strezhevoy	Russia	SWT	UNSS	60.70940018	77.66000366	N	Asia/Krasnoyarsk
Bogashevo Airport	Tomsk	Russia	TOF	UNTT	56.38029861	85.20829773	N	Asia/Krasnoyarsk
Spichenkovo Airport	Novokuznetsk	Russia	NOZ	UNWW	53.811401	86.877197	N	Asia/Krasnoyarsk
Dikson Airport	Dikson	Russia	DKS	UODD	73.51780701	80.37966919	N	Asia/Krasnoyarsk
Nagurskoye	Murmansk	Russia	\N	UODN	80.803207	47.663586	\N	\N
Khatanga Airport	Khatanga	Russia	HTG	UOHH	71.97810364	102.4909973	N	Asia/Krasnoyarsk
Svetlogorsk Airport	Svetlogorsk	Russia	\N	UOIG	66.83999634	88.40333557	\N	\N
Igarka Airport	Igarka	Russia	IAA	UOII	67.43720245	86.62190247	N	Asia/Krasnoyarsk
Norilsk-Alykel Airport	Norilsk	Russia	NSK	UOOO	69.31109619	87.3321991	N	Asia/Krasnoyarsk
Valek Airport	Valek	Russia	\N	UOOW	69.39690399	88.35368347	\N	\N
Turukhansk Airport	Turukhansk	Russia	THX	UOTT	65.79720306	87.93530273	N	Asia/Krasnoyarsk
Anapa Vityazevo Airport	Anapa	Russia	AAQ	URKA	45.0021019	37.34730148	N	Europe/Moscow
Yeysk Airport	Eysk	Russia	EIK	URKE	46.68	38.21	N	Europe/Moscow
Gelendzhik Airport	Gelendzhik	Russia	GDZ	URKG	44.58209263	38.01248074	N	Europe/Moscow
Khanskaya Air Base	Maykop	Russia	\N	URKH	44.68	40.035	\N	\N
Krasnodar Pashkovsky International Airport	Krasnodar	Russia	KRR	URKK	45.03469849	39.17050171	N	Europe/Moscow
Khankala Air Base	Grozny	Russia	\N	URMG	43.29809952	45.78409958	N	Europe/Moscow
Uytash Airport	Makhachkala	Russia	MCX	URML	42.81679916	47.65230179	N	Europe/Moscow
Mineralnyye Vody Airport	Mineralnye Vody	Russia	MRV	URMM	44.22510147	43.08190155	N	Europe/Moscow
Nalchik Airport	Nalchik	Russia	NAL	URMN	43.51290131	43.63660049	N	Europe/Moscow
Beslan Airport	Beslan	Russia	OGZ	URMO	43.20510101	44.60660172	N	Europe/Moscow
Magas Airport	Magas	Russia	IGT	URMS	43.32229996	45.01259995	N	Europe/Moscow
Stavropol Shpakovskoye Airport	Stavropol	Russia	STW	URMT	45.10919952	42.1128006	N	Europe/Moscow
Dudinka Airport	Dudinka	Russia	\N	UROD	69.375	86.15666962	\N	\N
Platov International Airport	Rostov	Russia	ROV	URRP	47.493888	39.924722	N	Europe/Moscow
Taganrog Yuzhny Airport	Taganrog	Russia	TGK	URRT	47.1983333	38.8491667	N	Europe/Moscow
Volgodonsk Airport		Russia	VLK	URRY	47.68209839	42.07279968	\N	\N
Sochi International Airport	Sochi	Russia	AER	URSS	43.449902	39.9566	N	Europe/Moscow
Astrakhan Airport	Astrakhan	Russia	ASF	URWA	46.28329849	48.00630188	N	Europe/Samara
Elista Airport	Elista	Russia	ESL	URWI	46.37390137	44.33089828	N	Europe/Moscow
Volgograd International Airport	Volgograd	Russia	VOG	URWW	48.78250122	44.34550095	N	Europe/Moscow
Chelyabinsk Balandino Airport	Chelyabinsk	Russia	CEK	USCC	55.305801	61.5033	N	Asia/Yekaterinburg
Magnitogorsk International Airport	Magnetiogorsk	Russia	MQF	USCM	53.39310074	58.75569916	N	Asia/Yekaterinburg
Sabetta International Airport	Sabetta	Russia	SBT	USDA	71.219167	72.052222	N	\N
Salekhard Airport	Salekhard	Russia	SLY	USDD	66.59079742	66.61100006	N	Asia/Yekaterinburg
Tarko-Sale Airport	Tarko-Sale	Russia	TQL	USDS	64.93080139	77.81809998	U	\N
Berezovo Airport	Berezovo	Russia	EZV	USHB	63.92100143	65.03050232	N	Asia/Yekaterinburg
Khanty Mansiysk Airport	Khanty-Mansiysk	Russia	HMA	USHH	61.0284996	69.08609772	N	Asia/Yekaterinburg
Nyagan Airport	Nyagan	Russia	NYA	USHN	62.110001	65.614998	N	Asia/Yekaterinburg
Sovetskiy Airport	Sovetskiy	Russia	OVS	USHS	61.32662201	63.60191345	N	Asia/Yekaterinburg
Uray Airport	Uraj	Russia	URJ	USHU	60.10329819	64.8266983	N	Asia/Yekaterinburg
Beloyarskiy Airport	Beloyarsky	Russia	EYK	USHY	63.686901	66.698601	N	Asia/Yekaterinburg
Izhevsk Airport	Izhevsk	Russia	IJK	USII	56.8280983	53.45750046	N	Europe/Samara
Pobedilovo Airport	Kirov	Russia	KVX	USKK	58.50329971	49.34830093	N	Europe/Moscow
Nadym Airport	Nadym	Russia	NYM	USMM	65.48090363	72.69889832	N	Asia/Yekaterinburg
Yamburg Airport	Yamburg	Russia	\N	USMQ	67.986664	75.099998	N	\N
Novy Urengoy Airport	Novy Urengoy	Russia	NUX	USMU	66.06939697	76.52030182	N	Asia/Yekaterinburg
Nizhnevartovsk Airport	Nizhnevartovsk	Russia	NJC	USNN	60.94929886	76.4835968	N	Asia/Yekaterinburg
Raduzhny Airport	Raduzhnyi	Russia	RAT	USNR	62.15859985	77.3289032	N	Asia/Yekaterinburg
Bolshoye Savino Airport	Perm	Russia	PEE	USPP	57.91450119	56.02119827	N	Asia/Yekaterinburg
Berezniki Airport	Berezniki	Russia	\N	USPT	59.57954788	56.85768127	U	\N
Kogalym International Airport	Kogalym	Russia	KGP	USRK	62.19039917	74.53379822	N	Asia/Yekaterinburg
Nefteyugansk Airport	Nefteyugansk	Russia	NFG	USRN	61.10829926	72.65000153	N	Asia/Yekaterinburg
Noyabrsk Airport	Noyabrsk	Russia	NOJ	USRO	63.18330002	75.26999664	N	Asia/Yekaterinburg
Surgut Airport	Surgut	Russia	SGC	USRR	61.34370041	73.40180206	N	Asia/Yekaterinburg
Uktus Airport	Yekaterinburg	Russia	\N	USSK	56.7016983	60.79000092	N	Asia/Yekaterinburg
Koltsovo Airport	Yekaterinburg	Russia	SVX	USSS	56.74309921	60.80270004	N	Asia/Yekaterinburg
Roshchino International Airport	Tyumen	Russia	TJM	USTR	57.1896019	65.32430267	N	Asia/Yekaterinburg
Kurgan Airport	Kurgan	Russia	KRO	USUU	55.47529984	65.41560364	N	Asia/Yekaterinburg
Monument Valley Airport	Monument Valley	United States	GMV	UT25	37.01670074	-110.2009964	U	America/Denver
Ashgabat International Airport	Ashkhabad	Turkmenistan	ASB	UTAA	37.986801	58.361	U	Asia/Ashgabat
Turkmenbashi Airport	Krasnovodsk	Turkmenistan	KRW	UTAK	40.063301	53.007198	U	Asia/Ashgabat
Mary Airport	Mary	Turkmenistan	MYP	UTAM	37.6194	61.896702	U	Asia/Ashgabat
Daşoguz Airport	Dasoguz	Turkmenistan	TAZ	UTAT	41.761101	59.826698	U	Asia/Ashgabat
Turkmenabat Airport	Chardzhou	Turkmenistan	CRZ	UTAV	39.08330154	63.61330032	U	Asia/Ashgabat
Dushanbe Airport	Dushanbe	Tajikistan	DYU	UTDD	38.54330063	68.82499695	U	Asia/Dushanbe
Kulob Airport	Kulyab	Tajikistan	TJU	UTDK	37.98809814	69.80500031	U	Asia/Dushanbe
Khudzhand Airport	Khudzhand	Tajikistan	LBD	UTDL	40.2154007	69.69470215	U	Asia/Dushanbe
Qurghonteppa International Airport	Kurgan Tyube	Tajikistan	KQT	UTDT	37.86640167	68.86470032	U	Asia/Dushanbe
Andizhan Airport	Andizhan	Uzbekistan	AZN	UTKA	40.72769928	72.29399872	U	Asia/Samarkand
Fergana International Airport	Fergana	Uzbekistan	FEG	UTKF	40.35879898	71.74500275	U	Asia/Samarkand
Namangan Airport	Namangan	Uzbekistan	NMA	UTKN	40.98460007	71.55670166	U	Asia/Samarkand
Nukus Airport	Nukus	Uzbekistan	NCU	UTNN	42.48839951	59.62329865	U	Asia/Samarkand
Urgench Airport	Urgench	Uzbekistan	UGC	UTNU	41.58430099	60.64170074	U	Asia/Samarkand
Navoi Airport	Navoi	Uzbekistan	NVI	UTSA	40.11719894	65.17079926	E	Asia/Samarkand
Bukhara Airport	Bukhara	Uzbekistan	BHK	UTSB	39.77500153	64.48329926	U	Asia/Samarkand
Karshi Khanabad Airport	Khanabad	Uzbekistan	KSQ	UTSL	38.83359909	65.92150116	U	Asia/Samarkand
Sugraly Airport	Zarafshan	Uzbekistan	AFS	UTSN	41.61389923	64.23320007	U	Asia/Samarkand
Samarkand Airport	Samarkand	Uzbekistan	SKD	UTSS	39.70050049	66.9838028	U	Asia/Samarkand
Termez Airport	Termez	Uzbekistan	TMJ	UTST	37.2867012	67.30999756	U	Asia/Samarkand
Tashkent East Airport	Tashkent	Uzbekistan	\N	UTTP	41.31269836	69.3914032	\N	\N
Tashkent International Airport	Tashkent	Uzbekistan	TAS	UTTT	41.25790024	69.28119659	U	Asia/Samarkand
Kostroma Sokerkino Airport	Kostroma	Russia	KMW	UUBA	57.7969017	41.01940155	N	Europe/Moscow
Bykovo Airport	Moscow	Russia	BKA	UUBB	55.61719894	38.06000137	N	Europe/Moscow
Grabtsevo Airport	Kaluga	Russia	KLF	UUBC	54.54999924	36.3666687	N	Europe/Moscow
Dyagilevo Air Base	Kostroma	Russia	\N	UUBD	54.6446991	39.57040024	N	Europe/Moscow
